x,y,z,type
-366.0765135570137,-521.4064627955925,0.0,tcells
-538.1205893277206,-73.31930172093598,0.0,tcells
-559.9603813297016,546.3662250835707,0.0,tcells
-548.9662003219016,220.9978952581405,0.0,tcells
-242.1691221988362,-396.7562213693203,0.0,tcells
-73.39358672774546,-349.0652469976476,0.0,tcells
-411.6875077380215,-351.2937972019314,0.0,tcells
-402.7733069208864,-366.74507861829886,0.0,tcells
-108.30753992819115,-442.36721555032807,0.0,tcells
-241.42627213074155,-520.6636127274978,0.0,tcells
-171.00408567537448,-396.3105113284636,0.0,tcells
-502.90949610003713,-11.068466014609385,0.0,tcells
-143.81577318311258,-473.56691841030084,0.0,tcells
-542.1319796954315,546.5147950971896,0.0,tcells
-188.8324873096447,-396.3105113284636,0.0,tcells
-527.5721183607775,-336.5853658536585,0.0,tcells
426.8416491271512,-593.7600594280054,0.0,tcells
-56.60517518880772,-194.10672279311626,0.0,tcells
-295.50575708802774,-428.104494242912,0.0,tcells
-290.4543766249845,176.2783211588461,0.0,tcells
-304.4199579051628,-412.6532128265445,0.0,tcells
-455.06995171474557,-522.000742850068,0.0,tcells
301.7456976600222,-532.5492138170113,0.0,tcells
-483.59539432957774,-258.88324873096445,0.0,tcells
-109.94181007799926,-194.4038628203541,0.0,tcells
-45.759564194626705,-488.4239197721927,0.0,tcells
-224.04358053732824,-458.5613470347902,0.0,tcells
-348.54525194998143,-490.3553299492386,0.0,tcells
-568.7260121332178,530.7663736535842,0.0,tcells
-232.9577813544633,-443.1100656184227,0.0,tcells
320.01980933514926,-594.5029094961001,0.0,tcells
-27.782592546737646,-519.3264826049276,0.0,tcells
-324.9226197845735,-9.879905905658006,0.0,tcells
-215.27794973381202,-442.96149560480376,0.0,tcells
-219.43791011514173,207.62659403243777,0.0,tcells
-71.75931657793734,-597.0285997276217,0.0,tcells
-117.2217407453262,-457.81849696669553,0.0,tcells
-281.6887458214684,191.72960257521356,0.0,tcells
-497.1152655688993,469.25838801535224,0.0,tcells
-103.55329949238575,192.91816268416483,0.0,tcells
-251.23189302959014,-381.30493995295285,0.0,tcells
471.2640831992077,-578.0116379844002,0.0,tcells
-19.165531756840437,-472.67549832858737,0.0,tcells
79.33638727250218,-549.4861953695679,0.0,tcells
-36.54822335025381,-534.7777640212951,0.0,tcells
-547.9262102265692,66.18794106722794,0.0,tcells
-520.7378977343072,-11.217036028228222,0.0,tcells
-101.02760926086415,-209.85514423672151,0.0,tcells
-394.30481614460814,-289.1915315092237,0.0,tcells
-483.89253435681564,-196.78098303825675,0.0,tcells
480.3268540299615,-593.4629194007676,0.0,tcells
-307.0942181503033,-9.73133589203917,0.0,tcells
391.0362758449919,-563.0060666088895,0.0,tcells
-568.4288721059798,468.8126779744955,0.0,tcells
-46.50241426272123,-364.5165284140151,0.0,tcells
-483.7439643431967,-227.83211588461063,0.0,tcells
-345.1281416367463,361.8422681688746,0.0,tcells
-556.8404110437043,50.588089637241524,0.0,tcells
-135.3472824068342,-396.0133713012257,0.0,tcells
-540.3491395320044,267.64887953448056,0.0,tcells
-358.49944286244886,-319.94552432833973,0.0,tcells
-441.4015104618051,97.83335396805751,0.0,tcells
-514.3493871486937,376.25355948990966,0.0,tcells
-237.41488176303085,238.5291568651728,0.0,tcells
-474.97833353968053,-212.23226445462421,0.0,tcells
-493.995295282902,-26.51974743097685,0.0,tcells
-184.37538690107715,300.92856258511813,0.0,tcells
-511.52655688993434,-57.57088027733073,0.0,tcells
-232.80921134084434,-474.16119846477653,0.0,tcells
-155.55280425900708,-24.291197226693157,0.0,tcells
-140.2500928562585,347.7281168750774,0.0,tcells
-568.1317320787421,437.91011514176057,0.0,tcells
-122.71883124922618,409.6818125541662,0.0,tcells
-520.5893277206883,-42.119598860963265,0.0,tcells
-483.149684288721,-320.83694441005326,0.0,tcells
-126.58165160331805,-380.4135198712393,0.0,tcells
-550.7490404853287,499.8638108208495,0.0,tcells
-566.348891915315,159.04419957905168,0.0,tcells
-27.48545251949986,-550.2290454376625,0.0,tcells
-533.2177788782964,531.0635136808221,0.0,tcells
-521.3321777887829,81.78779249721435,0.0,tcells
-286.5915562708926,-412.50464281292557,0.0,tcells
-538.5662993685773,-11.217036028228222,0.0,tcells
-313.33415872229784,-428.104494242912,0.0,tcells
-524.3035780611613,546.5147950971896,0.0,tcells
-519.5493376253559,-197.0781230654946,0.0,tcells
-74.13643679584004,-225.15785563947009,0.0,tcells
-367.1165036523462,-366.447938591061,0.0,tcells
-475.86975362139407,-57.42231026371178,0.0,tcells
-432.3387396310511,82.38207255169004,0.0,tcells
-259.99752383310636,-396.7562213693203,0.0,tcells
-250.7861829887334,-443.2586356320416,0.0,tcells
159.7127646403368,-595.5428995914325,0.0,tcells
204.13519871239328,-579.7944781478271,0.0,tcells
-45.610994181007754,-519.3264826049276,0.0,tcells
-163.12987495357186,-225.75213569394572,0.0,tcells
-405.44756716602694,67.07936114894153,0.0,tcells
-366.8193636251083,-397.4990714374149,0.0,tcells
-219.58648012876068,238.67772687879165,0.0,tcells
-457.0013618917915,-243.1348272873592,0.0,tcells
-153.02711402748542,-427.06450414757956,0.0,tcells
-540.9434195864801,360.5051380463043,0.0,tcells
7.874210721802683,-519.0293425776897,0.0,tcells
-91.51912838925347,-287.2601213321778,0.0,tcells
-142.92435310139905,-597.4743097684784,0.0,tcells
-467.9955428995914,82.08493252445214,0.0,tcells
-484.7839544385291,-72.87359168007924,0.0,tcells
-295.65432710164663,-397.0533613965581,0.0,tcells
17.08555156617558,-565.3831868267921,0.0,tcells
-109.64467005076136,-256.35755849944286,0.0,tcells
-45.908134208245656,-457.3727869258388,0.0,tcells
-81.71350749040482,-426.6187941067228,0.0,tcells
-54.376624984523914,-534.9263340349139,0.0,tcells
-432.19016961743216,51.33093970533605,0.0,tcells
43.08530394948616,-456.7785068713631,0.0,tcells
-205.76946886220128,-520.36647270026,0.0,tcells
-206.06660888943918,-489.4639098675251,0.0,tcells
-515.2408072304073,500.16095084808717,0.0,tcells
-313.63129874953574,-366.1507985638232,0.0,tcells
-55.56518509347529,-349.0652469976476,0.0,tcells
-484.3382443976724,-134.827287359168,0.0,tcells
-206.6608889439148,-396.45908134208247,0.0,tcells
-512.4179769716478,66.33651108084689,0.0,tcells
-567.5374520242664,344.9052866163179,0.0,tcells
-474.6811935124427,-243.28339730097804,0.0,tcells
-100.43332920638852,-302.85997276216415,0.0,tcells
310.80846849077625,-548.0004952333787,0.0,tcells
364.2936733935867,-547.7033552061409,0.0,tcells
-131.63303206636124,394.2305311377986,0.0,tcells
328.7854401386653,-578.9030580661137,0.0,tcells
34.46824315958895,-503.42949114770335,0.0,tcells
-242.0205521852173,-427.65878420205524,0.0,tcells
-166.3984152531881,270.0259997523833,0.0,tcells
350.47666212702734,211.34084437291074,0.0,tcells
-528.9092484833477,-119.67314597003838,0.0,tcells
-161.94131484462048,-411.6132227312121,0.0,tcells
-529.5035285378234,-26.6683174445958,0.0,tcells
-82.01064751764267,-395.7162312739879,0.0,tcells
-506.3266064132722,515.7608022780735,0.0,tcells
-233.40349139532003,-381.1563699393339,0.0,tcells
-108.75324996904789,-380.4135198712393,0.0,tcells
-117.5188807725641,-395.8648012876068,0.0,tcells
-493.69815525566423,-57.42231026371178,0.0,tcells
-457.1499319054104,-212.23226445462421,0.0,tcells
-484.4868144112913,-103.92472452643307,0.0,tcells
-565.7546118608394,66.03937105360899,0.0,tcells
-99.09619908381825,-488.72105979943046,0.0,tcells
-519.6979076389748,-166.02699021914077,0.0,tcells
-453.1385415376996,547.1090751516651,0.0,tcells
-90.03342825306424,-535.2234740621518,0.0,tcells
-153.6213940819611,-334.2082456357559,0.0,tcells
-497.56097560975604,531.2120836944409,0.0,tcells
16.491271511699892,-472.5269283149684,0.0,tcells
25.256902315216053,-456.92707688498206,0.0,tcells
-72.20502661879408,-535.0749040485329,0.0,tcells
239.64343196731465,-548.4462052742355,0.0,tcells
-259.8489538194874,-427.80735421567414,0.0,tcells
-514.9436672031694,469.1098180017334,0.0,tcells
-450.1671412653212,82.2335025380711,0.0,tcells
-502.0180760183236,-166.02699021914077,0.0,tcells
-465.76699269530764,-258.73467871734556,0.0,tcells
52.89092484833486,-596.1371796459082,0.0,tcells
-493.40101522842633,-119.37600594280053,0.0,tcells
-162.53559489909622,-318.75696421938835,0.0,tcells
186.1582270645041,-548.8919153150922,0.0,tcells
-458.7842020552185,35.73108827534975,0.0,tcells
444.52148074780246,-562.7089265816516,0.0,tcells
-63.736535842515764,-457.52135693945775,0.0,tcells
-72.35359663241303,-504.02377120217903,0.0,tcells
-470.8183731583508,515.9093722916923,0.0,tcells
-73.09644670050761,-380.1163798440015,0.0,tcells
-170.2612356072799,-520.2179026866411,0.0,tcells
-447.49288102018073,-320.53980438281536,0.0,tcells
-394.1562461309892,-320.2426643555776,0.0,tcells
-153.32425405472327,-365.11080846849075,0.0,tcells
-63.14225578804013,-550.5261854649003,0.0,tcells
-184.0782468738393,238.97486690602955,0.0,tcells
-73.69072675498325,-287.1115513185589,0.0,tcells
337.4025009285625,-532.4006438033923,0.0,tcells
-403.0704469481243,-304.7913829392101,0.0,tcells
-438.2815401758078,-367.0422186455367,0.0,tcells
-546.7376501176179,-119.82171598365727,0.0,tcells
-65.22223597870499,-240.60913705583755,0.0,tcells
-555.3547109075151,-166.32413024637856,0.0,tcells
-131.3358920391234,363.17939829144484,0.0,tcells
-467.40126284511575,-10.771325987371483,0.0,tcells
-513.903677107837,314.29986381082085,0.0,tcells
52.7423548347158,-565.2346168131733,0.0,tcells
-91.22198836201562,-349.21381701126654,0.0,tcells
-162.38702488547727,-349.6595270521233,0.0,tcells
-9.508480871610686,-581.1316082703975,0.0,tcells
-53.930914943667176,-596.8800297140027,0.0,tcells
-476.16689364863186,-26.3711774173579,0.0,tcells
-116.62746069085057,-550.8233254921381,0.0,tcells
-536.6348891915314,-321.1340844372911,0.0,tcells
-402.92187693450535,-335.69394577194504,0.0,tcells
-27.336882505880908,-581.2801782840163,0.0,tcells
-100.73046923362631,-240.9062770830754,0.0,tcells
-456.10994181007794,-367.0422186455367,0.0,tcells
-414.65890801039984,113.43320539804392,0.0,tcells
399.80190664850807,-547.406215178903,0.0,tcells
-140.3986628698774,378.6306797078124,0.0,tcells
78.89067723164544,-487.53249969047914,0.0,tcells
-557.583261111799,174.49548099541903,0.0,tcells
-109.34753002352357,-287.40869134579674,0.0,tcells
-556.9889810573233,81.49065246997645,0.0,tcells
-356.8651727126408,-567.9088770583137,0.0,tcells
-559.8118113160826,515.3150922372167,0.0,tcells
-340.225331187322,-381.89922000742854,0.0,tcells
43.67958400396185,-549.7833353968058,0.0,tcells
177.39259626098806,-564.3431967314597,0.0,tcells
-466.3612727497833,-165.72985019190293,0.0,tcells
-466.0641327225455,-196.78098303825675,0.0,tcells
-396.6819363625108,82.53064256530888,0.0,tcells
221.96360034666338,-579.6459081342083,0.0,tcells
-505.4351863315587,360.8022780735422,0.0,tcells
-197.44954809954191,-442.96149560480376,0.0,tcells
515.686517271264,-562.2632165407948,0.0,tcells
-565.1603318063637,-26.965457471833588,0.0,tcells
-475.5726135941562,-119.37600594280053,0.0,tcells
-492.212455119475,-305.38566299368574,0.0,tcells
-509.59514671288844,-367.4879286863935,0.0,tcells
-90.33056828030209,-473.1212083694441,0.0,tcells
284.21443605299,-563.748916676984,0.0,tcells
-349.13953200445707,-397.35050142379595,0.0,tcells
-493.5495852420453,-88.47344311006566,0.0,tcells
-54.970905038999604,-441.92150550947133,0.0,tcells
-520.1436176798316,-104.07329454005202,0.0,tcells
-349.288102018076,-366.447938591061,0.0,tcells
231.02637117741733,-595.0971895505758,0.0,tcells
382.27064504147586,-578.6059180388759,0.0,tcells
-569.1717221740745,592.7200693326731,0.0,tcells
-117.37031075894515,-426.9159341339606,0.0,tcells
-107.56468986009656,-566.2746069085056,0.0,tcells
515.9836572985017,-593.1657793735297,0.0,tcells
435.60727993066735,-578.308778011638,0.0,tcells
-555.5032809211341,-135.27299740002474,0.0,tcells
61.35941562461301,-518.7322025504519,0.0,tcells
-143.96434319673142,-442.515785563947,0.0,tcells
533.6634889191531,-593.1657793735297,0.0,tcells
-100.13618917915068,-333.7625355948991,0.0,tcells
-135.19871239321526,-427.06450414757956,0.0,tcells
-566.0517518880772,96.94193388634403,0.0,tcells
52.14807478024022,-472.22978828773057,0.0,tcells
-406.7846972885972,252.94044818620773,0.0,tcells
-530.8406586603937,159.19276959267052,0.0,tcells
346.1681317320787,-516.800792373406,0.0,tcells
-45.31385415376997,-550.3776154512814,0.0,tcells
-56.30803516156993,-225.00928562585113,0.0,tcells
-171.59836572985017,-303.30568280302094,0.0,tcells
-224.48929057818492,-396.60765135570136,0.0,tcells
61.65655565185091,-580.6858982295407,0.0,tcells
-539.7548594775287,174.6440510090381,0.0,tcells
-465.4698526680698,-289.63724155008043,0.0,tcells
-81.41636746316703,-488.57248978581157,0.0,tcells
-118.55887086789653,-240.9062770830754,0.0,tcells
-515.3893772440263,531.2120836944409,0.0,tcells
355.3794725764516,-563.3032066361272,0.0,tcells
408.864677479262,-562.8574965952705,0.0,tcells
355.23090256283274,-532.2520737897735,0.0,tcells
-63.290825801659025,-519.4750526185464,0.0,tcells
-457.89278197350495,-88.17630308282776,0.0,tcells
-179.62114646527175,-442.8129255911848,0.0,tcells
-556.3947010028476,-11.365606041847172,0.0,tcells
-18.571251702364748,-565.68032685403,0.0,tcells
-485.08109446576697,-10.919896000990434,0.0,tcells
-55.119475052618554,-411.0189426767364,0.0,tcells
-539.0120094094342,50.736659650860474,0.0,tcells
-388.0648755726136,129.18162684164918,0.0,tcells
-439.1729602575213,-242.98625727374025,0.0,tcells
-512.5665469852668,97.38764392720077,0.0,tcells
-474.08691345796706,-336.2882258264207,0.0,tcells
-268.9117246502414,-412.3560727993067,0.0,tcells
542.5776897362881,-577.5659279435434,0.0,tcells
-131.18732202550456,332.2768354587099,0.0,tcells
-432.48730964467,113.28463538442486,0.0,tcells
-546.44051009038,-181.77541166274608,0.0,tcells
-241.87198217159835,-458.70991704840907,0.0,tcells
34.91395320044569,-565.3831868267921,0.0,tcells
-358.0537328215921,-381.89922000742854,0.0,tcells
-560.2575213569394,577.2687879163057,0.0,tcells
213.04939952952827,-564.1946267178408,0.0,tcells
-144.41005323758822,-380.5620898848582,0.0,tcells
-158.37563451776646,409.53324254054723,0.0,tcells
-522.5207378977343,267.64887953448056,0.0,tcells
-144.11291321035037,-411.6132227312121,0.0,tcells
-429.5159093722916,-351.44236721555035,0.0,tcells
-546.1433700631422,-212.67797449548095,0.0,tcells
-36.399653336634856,-565.8288968676488,0.0,tcells
-530.0978085922991,66.18794106722794,0.0,tcells
-125.54166150798562,-535.3720440757706,0.0,tcells
-73.54215674136435,-318.1626841649127,0.0,tcells
-127.91878172588832,-163.50129998761918,0.0,tcells
-304.71709793240063,-381.60207998019064,0.0,tcells
-506.62374644051005,546.6633651108084,0.0,tcells
-539.6062894639098,143.5929181626841,0.0,tcells
-505.1380463043209,329.7511452271883,0.0,tcells
-145.45004333292064,-225.60356568032688,0.0,tcells
168.62696545747178,-579.9430481614461,0.0,tcells
-74.28500680945899,-194.25529280673516,0.0,tcells
-99.83904915191283,-395.7162312739879,0.0,tcells
417.9274483100161,-578.308778011638,0.0,tcells
-484.18967438405343,-165.87842020552188,0.0,tcells
-315.85984895381944,-25.33118732202547,0.0,tcells
364.4422434072055,-578.7544880524947,0.0,tcells
-533.3663488919153,561.966076513557,0.0,tcells
533.5149189055343,-562.114646527176,0.0,tcells
-476.3154636622508,4.6799554289959815,0.0,tcells
203.9866286987742,-548.7433453014734,0.0,tcells
-423.57310882753495,97.98192398167635,0.0,tcells
-101.1761792744831,-178.8040113903677,0.0,tcells
382.1220750278568,-547.554785192522,0.0,tcells
-530.5435186331558,128.2902067599356,0.0,tcells
-475.2754735669184,-150.27856877553552,0.0,tcells
498.15525566423173,-593.3143493871487,0.0,tcells
-137.57583261111796,-55.19376005942797,0.0,tcells
-277.82592546737646,-396.90479138293927,0.0,tcells
-547.1833601584747,-57.86802030456852,0.0,tcells
-458.9327720688374,66.63365110808468,0.0,tcells
-474.38405348520484,-305.23709298006685,0.0,tcells
-81.56493747678593,-457.66992695307664,0.0,tcells
-467.69840287235354,51.18236969171721,0.0,tcells
-90.92484833477772,-380.2649498576204,0.0,tcells
-396.9790763897487,113.58177541166276,0.0,tcells
-126.43308158969916,-411.4646527175932,0.0,tcells
-139.95295282902066,316.6769840287236,0.0,tcells
-492.9553051875696,-181.47827163550818,0.0,tcells
328.19116008418973,-485.898229540671,0.0,tcells
-437.3901200940943,-521.8521728364492,0.0,tcells
-89.5877182122075,-597.1771697412405,0.0,tcells
-219.88362015599847,269.7288597251455,0.0,tcells
-559.6632413024637,484.4125294044818,0.0,tcells
-476.61260368948865,35.5825182617308,0.0,tcells
61.50798563823207,-549.6347653831868,0.0,tcells
355.6766126036895,-594.2057694688622,0.0,tcells
-125.39309149436673,-566.4231769221245,0.0,tcells
-155.84994428624486,6.759935619660723,0.0,tcells
-286.88869629813047,-381.45350996657174,0.0,tcells
-268.61458462300357,-443.4072056456605,0.0,tcells
-529.2063885105856,-88.6220131236845,0.0,tcells
-512.12083694441,35.43394824811196,0.0,tcells
-27.931162560356597,-488.2753497585737,0.0,tcells
-503.2066361272749,19.982666831744382,0.0,tcells
-108.90181998266678,-349.3623870248855,0.0,tcells
-447.34431100656184,-351.59093722916924,0.0,tcells
-430.1101894267673,-258.43753869010766,0.0,tcells
-161.6441748173827,-473.7154884239198,0.0,tcells
-566.9431719697907,251.9004580908753,0.0,tcells
